,step_number,peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis
27,28.0,74.2,223.8,13.1,-5.366666666666666,696.679945054945,-0.19853727784816336,-1.9057100798686581
28,29.0,118.4,1079.2,28.619999999999997,-7.664499999999999,1522.6345774171737,-0.1298565882134659,-0.18373287042796158
29,30.0,63.6,349.2,4.3,-8.625,391.275,-1.0385066942394188,-0.0825059030237707
30,31.0,77.0,320.2,10.0,-9.666666666666666,571.4755555555555,0.5360270560707348,-1.1859627041661691
31,32.0,64.4,95.0,12.9,-20.2,745.611111111111,1.6795074695614438,
32,33.0,76.6,114.4,8.9,-25.2,1017.5555555555555,0.6272485224179545,0.0
33,34.0,62.6,115.0,12.1,-6.8,458.7666666666667,1.713028925871371,
34,35.0,76.4,161.4,11.0,-3.4,538.0083333333333,-0.42706589100474096,-1.1621093749999987
35,36.0,65.0,160.8,8.1,-19.56,820.05,-0.22862905994536856,-0.8503401360544216
36,37.0,65.4,98.8,7.933333333333332,-22.4,953.611111111111,0.3787334897204499,-0.7813258620259944
37,38.0,44.2,157.6,2.1,-0.22857142857142856,50.53703703703704,0.4833984375,0.0919712611607144
38,39.0,51.0,106.2,6.6,-0.8,728.6666666666666,0.0,0.0
39,40.0,86.0,404.0,12.225,-12.50909090909091,909.4172008547009,-0.0617733317106261,0.9202459293016283
40,41.0,79.0,124.2,4.933333333333334,-5.2,470.4583333333333,-0.40133623704402566,0.8701665235131504
41,42.0,41.4,193.6,0.9666666666666666,-6.1,71.02105263157897,0.34250219194406434,-1.5480916652753989
42,43.0,57.0,345.0,7.342857142857143,-1.2714285714285716,487.22222222222234,-0.5453755596817742,0.1632471934684347
43,44.0,50.6,359.8,3.8571428571428568,-9.872727272727271,135.54166666666669,1.0667245453668,-1.3485702417269438
44,45.0,93.4,409.6,17.32,-16.023529411764706,1668.624458874459,0.5673241020139365,-0.5712015828871888
45,46.0,56.8,342.6,7.533333333333333,-5.414285714285714,346.6884615384616,-0.15624255369268328,-2.023369353520238
46,47.0,47.0,211.0,4.4,-1.6285714285714286,131.2037037037037,-0.5532010177165012,-0.5677965449901912
47,48.0,50.0,70.0,0.0,-15.4,912.25,,
48,49.0,51.75,386.25,2.1666666666666665,-1.2727272727272727,95.86029411764704,0.0218810702866569,0.4305733955784663
49,50.0,76.5,577.0,15.125,-9.015625,701.0865036231884,0.48707784721855285,-0.5600455966431155
50,51.0,79.25,1953.5,12.875,-7.612068965517241,218.6558145009416,1.056100796279278,1.2614053143876083
51,52.0,75.75,1409.25,13.266666666666664,-0.5405405405405406,162.90769230769234,0.3456815072256969,1.762548427274383
52,53.0,68.75,133.75,6.833333333333332,-4.125,788.111111111111,0.048427351203450875,
53,54.0,47.75,155.0,2.613095238095238,-3.25,69.1998556998557,-0.0219284281415962,-0.3279918765925425
54,55.0,68.0,92.5,14.125,-1.5,2134.1666666666665,0.0,0.0
55,56.0,66.25,88.25,0.0,-22.0,1936.0,,
56,57.0,74.75,189.75,0.2272727272727273,-35.388888888888886,3315.73973727422,-0.28140077865969837,0.1114197320563805
57,58.0,69.5,278.0,0.5564516129032258,-19.166666666666668,563.0599390919158,1.8512011263466814,9.290618745322401
58,59.0,73.25,120.5,3.0,-0.25,96.16666666666667,,
59,60.0,43.5,49.0,1.125,0.0,20.25,0.0,
60,61.0,110.25,162.5,18.375,-19.75,4135.666666666667,,
61,62.0,66.25,83.75,9.0,0.0,656.0,,
62,63.0,78.5,112.5,13.625,-11.75,3522.5,,
63,64.0,64.5,107.5,5.375,-13.75,570.25,0.0,0.0
64,65.0,119.5,318.25,18.416666666666668,-24.833333333333336,2808.4555555555557,-1.033932494292523,0.4557842009712702
65,66.0,75.33333333333333,143.0,0.8333333333333334,-6.0,58.166666666666664,,
66,67.0,70.66666666666667,77.66666666666667,6.5,0.0,380.25,,
67,68.0,51.333333333333336,79.0,9.5,0.0,812.25,,
68,69.0,79.33333333333333,109.33333333333333,0.0,-47.333333333333336,4145.0,,
69,70.0,70.66666666666667,93.0,7.5,0.0,1012.5,,
70,71.0,52.333333333333336,54.666666666666664,0.0,-5.0,112.5,,
71,72.0,30.666666666666668,30.666666666666668,0.0,0.0,,,
72,73.0,33.333333333333336,33.333333333333336,0.0,0.0,,,
73,74.0,71.33333333333333,104.66666666666667,16.666666666666668,0.0,5000.0,,
74,75.0,36.666666666666664,96.66666666666667,2.5,-0.861111111111111,68.73076923076923,1.333855437033586,2.394391913083301
75,76.0,28.0,28.0,0.0,0.0,,,
76,77.0,33.666666666666664,1103.6666666666667,0.8333333333333334,-0.1574074074074074,38.12753623188406,0.2906992163556588,0.5204336194751562
77,78.0,65.33333333333333,154.66666666666666,17.277777777777775,-11.333333333333334,1279.375,-0.8978642035449912,0.0945578245419014
78,79.0,76.66666666666667,433.0,10.5,-7.333333333333333,513.1845238095237,-0.9181103846587492,-0.8847057968530274
79,80.0,89.0,141.0,14.0,-7.0,1874.25,,
80,81.0,27.666666666666668,35.666666666666664,0.0,0.0,0.0,0.0,0.0
81,82.0,37.0,96.0,0.3333333333333333,-1.0,6.916666666666667,-1.4430588355316425,2.23486717956162
82,83.0,26.0,231.33333333333334,0.3888888888888889,-0.13333333333333333,3.5636363636363635,-1.7531489620855438,4.072695404692504
83,84.0,36.333333333333336,56.0,0.0,-0.6666666666666666,2.0,,
84,85.0,83.33333333333333,162.66666666666666,18.0,-10.0,3108.0,-1.1851150201789968,
85,86.0,44.666666666666664,458.0,0.8205128205128206,-15.0,71.9010989010989,-0.2482059619774647,0.27878219182669817
86,87.0,39.666666666666664,113.33333333333333,5.833333333333333,-14.0,113.55555555555554,0.4848064123067539,0.0
87,88.0,58.0,1056.0,1.6666666666666667,-5.753086419753086,175.02916666666664,1.788154571214855,3.557174608028874
88,89.0,30.0,50.666666666666664,1.0,0.0,9.0,,
89,90.0,52.666666666666664,114.33333333333333,4.666666666666667,-8.666666666666666,113.66666666666667,1.0558318939643143,
90,91.0,63.0,1346.0,4.5,-0.16969696969696968,59.71303258145364,0.5139316144078179,-0.5814208927793847
91,92.0,74.33333333333333,119.66666666666667,11.0,-13.0,979.5,0.0,0.0
92,93.0,90.66666666666667,242.66666666666666,13.111111111111112,-40.333333333333336,1492.9333333333334,0.0103870645728301,-0.8196170108820371
93,94.0,46.666666666666664,101.0,7.0,-0.3333333333333333,574.3333333333334,-1.7286586943128528,
94,95.0,41.666666666666664,55.666666666666664,0.0,-8.333333333333334,156.25,,
95,96.0,37.0,37.0,0.0,0.0,,,
96,97.0,57.0,88.66666666666667,9.166666666666666,-5.0,812.5,,
97,98.0,52.666666666666664,77.66666666666667,11.5,0.0,2380.5,,
98,99.0,54.0,79.0,0.0,-27.0,1348.25,,
99,100.0,73.33333333333333,76.0,0.0,-30.666666666666668,4232.0,,
100,101.0,69.66666666666667,71.66666666666667,0.0,0.0,0.0,,
101,102.0,57.333333333333336,84.66666666666667,9.333333333333334,-9.333333333333334,980.0,,
102,103.0,64.33333333333333,94.66666666666667,0.0,-22.666666666666668,1156.0,0.0,
103,104.0,101.33333333333333,190.66666666666666,32.166666666666664,-12.333333333333334,10492.333333333334,-1.481292605848225,
104,105.0,77.33333333333333,128.0,0.0,-24.0,1296.0,0.0,0.0
105,106.0,111.66666666666667,168.0,0.0,-47.666666666666664,5112.25,0.0,0.0
106,107.0,73.0,122.66666666666667,12.666666666666666,-10.666666666666666,1294.6666666666667,-1.293342780733397,
107,108.0,79.66666666666667,138.0,0.0,-19.333333333333332,841.0,,
108,109.0,93.0,133.66666666666666,26.166666666666668,0.0,2288.1666666666665,,
109,110.0,47.0,73.0,0.0,-8.333333333333334,156.25,0.0,
110,111.0,60.333333333333336,80.0,11.333333333333334,0.0,2312.0,,
111,112.0,44.333333333333336,46.333333333333336,0.0,0.0,0.0,,
112,113.0,92.33333333333333,204.33333333333334,15.666666666666666,-26.0,2529.333333333333,1.5369242743154818,
113,114.0,61.0,1719.0,0.7962962962962963,-10.555555555555555,208.0654520917679,-0.7122822732420842,2.519567845276648
114,115.0,31.0,99.66666666666667,2.0,-3.0,76.25,-0.3811064323466073,-3.726095135716205
115,116.0,45.0,101.66666666666667,4.166666666666667,-11.333333333333334,170.16666666666666,-0.34997364451419,
116,117.0,32.0,32.0,0.0,0.0,,,
117,118.0,67.0,2362.0,0.875,-1.675,278.10056497175145,0.8536205097032812,0.1165104596115864
118,119.0,46.5,294.5,2.0714285714285716,-7.5,117.55357142857144,0.0414855295649324,-1.484820749840854
119,120.0,84.0,3228.0,0.8137254901960784,-3.8333333333333335,622.9170506912444,0.7933309832122555,-0.1371768443827568
120,121.0,6.0,18.0,0.0,0.0,0.0,0.0,
121,122.0,6.0,6.0,0.0,0.0,,,
122,123.0,6.0,18.0,0.0,0.0,0.0,0.0,
123,124.0,6.0,6.0,0.0,0.0,,,
124,125.0,6.0,6.0,0.0,0.0,,,
125,126.0,6.0,12.0,0.0,0.0,0.0,,
126,127.0,6.0,6.0,0.0,0.0,,,
127,128.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0
128,129.0,6.0,42.0,0.0,0.0,0.0,0.0,0.0
129,130.0,6.0,6.0,0.0,0.0,,,
130,131.0,6.0,18.0,0.0,0.0,0.0,0.0,
131,132.0,6.0,12.0,0.0,0.0,0.0,,
132,133.0,6.0,12.0,0.0,0.0,0.0,,
133,134.0,6.0,12.0,0.0,0.0,0.0,,
134,135.0,6.0,12.0,0.0,0.0,0.0,,
135,136.0,6.0,12.0,0.0,0.0,0.0,,
136,137.0,6.0,6.0,0.0,0.0,,,
137,138.0,6.0,6.0,0.0,0.0,,,
138,139.0,6.0,12.0,0.0,0.0,0.0,,
139,140.0,6.0,6.0,0.0,0.0,,,
140,141.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0
141,142.0,6.0,6.0,0.0,0.0,,,
142,143.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0
143,144.0,6.0,6.0,0.0,0.0,,,
144,145.0,6.0,18.0,0.0,0.0,0.0,0.0,
145,146.0,6.0,6.0,0.0,0.0,,,
146,147.0,6.0,6.0,0.0,0.0,,,
147,148.0,6.0,6.0,0.0,0.0,,,
148,149.0,6.0,60.0,0.0,0.0,0.0,0.0,0.0
149,150.0,6.0,12.0,0.0,0.0,0.0,,
150,151.0,6.0,6.0,0.0,0.0,,,
151,152.0,6.0,6.0,0.0,0.0,,,
152,153.0,6.0,6.0,0.0,0.0,,,
153,154.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0
154,155.0,6.0,6.0,0.0,0.0,,,
155,156.0,6.0,54.0,0.0,0.0,0.0,0.0,0.0
156,157.0,6.0,12.0,0.0,0.0,0.0,,
157,158.0,6.0,6.0,0.0,0.0,,,
158,159.0,6.0,12.0,0.0,0.0,0.0,,
159,160.0,6.0,6.0,0.0,0.0,,,
160,161.0,6.0,6.0,0.0,0.0,,,
161,162.0,6.0,18.0,0.0,0.0,0.0,0.0,
162,163.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0
163,164.0,6.0,6.0,0.0,0.0,,,
164,165.0,6.0,18.0,0.0,0.0,0.0,0.0,
165,166.0,6.0,6.0,0.0,0.0,,,
166,167.0,6.0,6.0,0.0,0.0,,,
167,168.0,6.0,6.0,0.0,0.0,,,
168,169.0,6.0,12.0,0.0,0.0,0.0,,
169,170.0,6.0,6.0,0.0,0.0,,,
170,171.0,6.0,6.0,0.0,0.0,,,
171,172.0,6.0,6.0,0.0,0.0,,,
172,173.0,6.0,6.0,0.0,0.0,,,
173,174.0,6.0,12.0,0.0,0.0,0.0,,
174,175.0,6.0,6.0,0.0,0.0,,,
175,176.0,6.0,6.0,0.0,0.0,,,
176,177.0,6.0,6.0,0.0,0.0,,,
177,178.0,6.0,6.0,0.0,0.0,,,
178,179.0,6.0,6.0,0.0,0.0,,,
179,180.0,6.0,6.0,0.0,0.0,,,
180,181.0,6.0,6.0,0.0,0.0,,,
181,182.0,6.0,6.0,0.0,0.0,,,
182,183.0,6.0,12.0,0.0,0.0,0.0,,
183,184.0,6.0,6.0,0.0,0.0,,,
184,185.0,6.0,6.0,0.0,0.0,,,
